Carpet_Pattern_Leaf_Squares_Tan,None,Carpet_Pattern_Leaf_Squares_Tan,/NVIDIA/Materials/Base/Carpet,
Carpet_Gray,None,Carpet_Gray,/NVIDIA/Materials/Base/Carpet,
Carpet_Forest,None,Carpet_Forest,/NVIDIA/Materials/Base/Carpet,
Carpet_Diamond_Yellow,None,Carpet_Diamond_Yellow,/NVIDIA/Materials/Base/Carpet,
Carpet_Diamond_Olive,None,Carpet_Diamond_Olive,/NVIDIA/Materials/Base/Carpet,
Carpet_Cream,None,Carpet_Cream,/NVIDIA/Materials/Base/Carpet,
Carpet_Charcoal,None,Carpet_Charcoal,/NVIDIA/Materials/Base/Carpet,
Carpet_Berber_Multi,None,Carpet_Berber_Multi,/NVIDIA/Materials/Base/Carpet,
Carpet_Berber_Gray,None,Carpet_Berber_Gray,/NVIDIA/Materials/Base/Carpet,
Carpet_Beige,None,Carpet_Beige,/NVIDIA/Materials/Base/Carpet,
Shingles_01,None,Shingles_01,/NVIDIA/Materials/Base/Architecture,
Roof_Tiles,None,Roof_Tiles,/NVIDIA/Materials/Base/Architecture,
Ceiling_Tiles,None,Ceiling_Tiles,/NVIDIA/Materials/Base/Architecture,
